schoolcode,zip,academicyear,aggregatelevel,countycode,districtcode,countyname,districtname,schoolname,charterschool,dass,reportingcategory,cohortstudents,regular_hs_diploma_graduates_count,regular_hs_diploma_graduates_rate,met_uc_csu_grad_reqs_count,met_uc_csu_grad_reqs_rate,seal_of_biliteracy_count,seal_of_biliteracy_rate,golden_state_seal_merit_diploma_count,golden_state_seal_merit_diploma_rate,chspe_completer_count,chspe_completer_rate,adult_ed_hs_diploma_count,adult_ed_hs_diploma_rate,sped_certificate_count,sped_certificate_rate,ged_completer_count,ged_completer_rate,other_transfer_count,other_transfer_rate,dropout_count,dropout_rate,still_enrolled_count,still_enrolled_rate
124933,90065,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,PUC Early College Academy for Leaders and Scholars (ECALS),All,All,TA,95,88,92.6,76,86.4,0,0,0,0,0,0,0,0,1,1.1,0,0,0,0,1,1.1,5,5.3
124941,90255,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Alliance Margaret M. Bloomfield Technology Academy High,All,All,TA,100,94,94.0,94,100,17,18.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5
125864,90071,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Ednovate - USC Hybrid High College Prep,All,All,TA,125,121,96.8,121,100,0,0,0,0,0,0,0,0,0,0,1,0.8,0,0,2,1.6,1,0.8
125989,90028,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,STEM Academy at Bernstein High,All,All,TA,122,121,99.2,103,85.1,24,19.8,45,37.2,0,0,0,0,0,0,0,0,0,0,1,0.8,0,0
126136,90018,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Math and Science College Preparatory,All,All,TA,125,121,96.8,121,100,35,28.9,32,26.4,0,0,0,0,1,0.8,0,0,0,0,0,0,3,2.4
126482,90044,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Augustus F. Hawkins High A Critical Design and Gaming,All,All,TA,146,113,77.4,30,26.5,14,12.4,9,8,0,0,0,0,1,0.7,0,0,0,0,24,16.4,8,5.5
126490,90044,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Augustus F. Hawkins High B Community Health Advocates,All,All,TA,104,79,76.0,26,32.9,13,16.5,17,21.5,0,0,0,0,1,1,0,0,1,1,20,19.2,3,2.9
126508,90044,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Augustus F. Hawkins High C Responsible Indigenous Social Entrepreneurship,All,All,TA,96,81,84.4,23,28.4,9,11.1,15,18.5,0,0,0,0,0,0,0,0,2,2.1,13,13.5,0,0
126516,90255,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High A Huntington Park Institute of Applied Medicine,All,All,TA,156,151,96.8,99,65.6,69,45.7,69,45.7,0,0,0,0,2,1.3,0,0,1,0.6,2,1.3,0,0
126524,90255,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High B LIBRA Academy,All,All,TA,164,156,95.1,92,59,55,35.3,30,19.2,0,0,0,0,0,0,0,0,3,1.8,5,3,0,0
126532,90255,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High C School of Social Justice,All,All,TA,174,159,91.4,83,52.2,50,31.4,30,18.9,0,0,0,0,4,2.3,0,0,4,2.3,5,2.9,2,1.1
126557,90280,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Visual and Performing Arts at Legacy High School Complex,All,All,TA,107,94,87.9,40,42.6,16,17,30,31.9,0,0,0,0,0,0,0,0,0,0,10,9.3,3,2.8
126573,90003,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Academy for Multilingual Arts and Science at Mervyn M. Dymally High,All,All,TA,176,135,76.7,40,29.6,11,8.1,21,15.6,0,0,0,0,4,2.3,0,0,0,0,37,21,0,0
126615,90745,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Academies of Education and Empowerment at Carson High,All,All,TA,142,136,95.8,59,43.4,13,9.6,29,21.3,1,0.7,0,0,2,1.4,0,0,0,0,3,2.1,0,0
126623,90745,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Academy of Medical Arts at Carson High,All,All,TA,109,105,96.3,52,49.5,30,28.6,32,30.5,0,0,0,0,2,1.8,0,0,1,0.9,1,0.9,0,0
127217,90731,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Alliance Alice M. Baxter College-Ready High,All,All,TA,72,57,79.2,57,100,0,0,0,0,0,0,0,0,1,1.4,0,0,2,2.8,8,11.1,4,5.6
127787,90710,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Humanities and Arts (HARTS) Academy of Los Angeles,All,All,TA,102,96,94.1,36,37.5,6,6.3,24,25,0,0,0,0,2,2,0,0,0,0,4,3.9,0,0
127795,90017,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Contreras Learning Center-School of Social Justice,All,All,TA,133,87,65.4,50,57.5,13,14.9,18,20.7,0,0,0,0,1,0.8,0,0,5,3.8,35,26.3,5,3.8
127803,90015,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Early College Academy-LA Trade Tech College,All,All,TA,34,34,100.0,7,20.6,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127894,91343,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Valor Academy High,All,All,TA,113,95,84.1,95,100,0,0,0,0,0,0,0,0,0,0,0,0,6,5.3,6,5.3,6,5.3
127910,90004,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Camino Nuevo High #2,All,All,TA,112,101,90.2,101,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.6,7,6.3
129585,90011,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,NAVA College Preparatory Academy,All,All,TA,141,118,83.7,53,44.9,26,22,31,26.3,0,0,0,0,0,0,0,0,4,2.8,18,12.8,1,0.7
129627,90047,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,TEACH Tech Charter High,All,All,TA,71,57,80.3,57,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19.7,0,0
130997,91342,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Sylmar Biotech Health and Engineering Magnet,All,All,TA,55,52,94.5,13,25,6,11.5,8,15.4,0,0,0,0,2,3.6,0,0,0,0,1,1.8,0,0
131821,90063,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Collegiate Charter High School of Los Angeles,All,All,TA,44,24,54.5,24,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27.3,8,18.2
132027,90006,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,University Preparatory Value High,All,All,TA,100,99,99.0,95,96,19,19.2,26,26.3,0,0,0,0,0,0,0,0,1,1,0,0,0,0
132084,91352,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Alliance Marine - Innovation and Technology 6-12 Complex,All,All,TA,49,46,93.9,44,95.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6.1
132126,91331,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Bert Corona Charter High,All,All,TA,64,54,84.4,54,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10.9,3,4.7
132282,90071,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Ednovate - East College Prep,All,All,TA,105,97,92.4,97,100,0,0,0,0,0,0,0,0,0,0,0,0,2,1.9,0,0,6,5.7
133272,91342,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,PUC Triumph Charter Academy and PUC Triumph Charter High,All,All,TA,89,84,94.4,73,86.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.5,1,1.1
133298,91342,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,PUC CALS Middle School and Early College High,All,All,TA,58,54,93.1,54,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7,3,5.2
133868,90057,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Rise Kohyang High,All,All,TA,81,79,97.5,79,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5
135855,90270,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Maywood Center for Enriched Studies,All,All,TA,113,101,89.4,48,47.5,20,19.8,22,21.8,0,0,0,0,0,0,0,0,3,2.7,8,7.1,1,0.9
137562,90011,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Matrix for Success Academy,All,All,TA,103,3,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,37.9,61,59.2
137612,91311,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Valley International Preparatory High,All,All,TA,56,53,94.6,42,79.2,0,0,0,0,1,1.8,0,0,0,0,0,0,0,0,1,1.8,1,1.8
1930387,90021,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Central High,All,All,TA,274,43,15.7,2,4.7,0,0,1,2.3,0,0,0,0,0,0,0,0,3,1.1,45,16.4,183,66.8
1930650,90744,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Phineas Banning Senior High,All,All,TA,551,496,90.0,165,33.3,101,20.4,68,13.7,0,0,0,0,9,1.6,0,0,5,0.9,33,6,8,1.5
1930692,90002,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Thomas Riley High,All,All,TA,25,9,36.0,1,11.1,1,11.1,0,0,0,0,0,0,0,0,0,0,0,0,9,36,7,28
1930866,90201,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Bell Senior High,All,All,TA,586,501,85.5,248,49.5,92,18.4,169,33.7,3,0.5,0,0,1,0.2,0,0,5,0.9,65,11.1,11,1.9
1930924,90026,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Belmont Senior High,All,All,TA,290,168,57.9,78,46.4,64,38.1,55,32.7,0,0,0,0,6,2.1,0,0,8,2.8,91,31.4,17,5.9
1930940,91335,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,John R. Wooden High,All,All,TA,47,11,23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1,5,10.6,30,63.8
1931047,91406,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Birmingham Community Charter High,All,All,TA,645,601,93.2,375,62.4,117,19.5,275,45.8,0,0,0,0,2,0.3,0,0,7,1.1,19,2.9,16,2.5
1931476,91303,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Canoga Park Senior High,All,All,TA,342,287,83.9,102,35.5,119,41.5,41,14.3,0,0,0,0,6,1.8,0,0,15,4.4,24,7,10,2.9
1931526,90745,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Carson Senior High,All,All,TA,332,307,92.5,130,42.3,14,4.6,85,27.7,0,0,0,0,4,1.2,0,0,3,0.9,15,4.5,3,0.9
1931708,91311,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Chatsworth Charter High,All,All,TA,384,347,90.4,118,34,61,17.6,66,19,2,0.5,0,0,8,2.1,0,0,0,0,24,6.3,3,0.8
1931716,91406,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Lake Balboa College Preparatory Magnet K-12,All,All,TA,29,27,93.1,18,66.7,0,0,11,40.7,0,0,0,0,0,0,0,0,1,3.4,1,3.4,0,0
1931864,91335,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Grover Cleveland Charter High,All,All,TA,768,681,88.7,387,56.8,131,19.2,262,38.5,0,0,0,0,5,0.7,1,0.1,5,0.7,57,7.4,19,2.5
1931930,90744,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Dan M. Issacs Avalon High,All,All,TA,34,6,17.6,1,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14.7,23,67.6
1932383,90016,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Susan Miller Dorsey Senior High,All,All,TA,222,147,66.2,49,33.3,6,4.1,17,11.6,0,0,0,0,19,8.6,0,0,1,0.5,50,22.5,5,2.3
1932540,90041,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Eagle Rock High,All,All,TA,371,356,96.0,225,63.2,116,32.6,109,30.6,0,0,0,0,8,2.2,0,0,0,0,7,1.9,0,0
1932623,91367,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,El Camino Real Charter High,All,All,TA,856,748,87.4,418,55.9,116,15.5,389,52,14,1.6,0,0,0,0,0,0,12,1.4,19,2.2,63,7.4
1932847,90035,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Los Angeles Center for Enriched Studies,All,All,TA,218,213,97.7,161,75.6,89,41.8,131,61.5,0,0,0,0,0,0,0,0,0,0,5,2.3,0,0
1932888,90012,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Downtown Business High,All,All,TA,218,214,98.2,145,67.8,80,37.4,99,46.3,1,0.5,0,0,0,0,0,0,2,0.9,1,0.5,0,0
1932920,90046,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Fairfax Senior High,All,All,TA,358,323,90.2,141,43.7,67,20.7,79,24.5,1,0.3,0,0,4,1.1,0,0,2,0.6,18,5,10,2.8
1932987,91352,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,John H. Francis Polytechnic,All,All,TA,583,551,94.5,348,63.2,99,18,150,27.2,0,0,0,0,6,1,0,0,0,0,16,2.7,10,1.7
1933001,90059,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,King/Drew Medical Magnet High,All,All,TA,322,320,99.4,204,63.8,120,37.5,120,37.5,0,0,0,0,0,0,0,0,0,0,2,0.6,0,0
1933043,90042,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Benjamin Franklin Senior High,All,All,TA,310,276,89.0,163,59.1,62,22.5,85,30.8,0,0,0,0,2,0.6,0,0,5,1.6,21,6.8,6,1.9
1933118,90003,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,John C. Fremont Senior High,All,All,TA,520,438,84.2,163,37.2,44,10,81,18.5,0,0,0,0,7,1.3,0,0,0,0,64,12.3,11,2.1
1933233,91335,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Sherman Oaks Center for Enriched Studies,All,All,TA,248,240,96.8,142,59.2,44,18.3,99,41.3,5,2,0,0,0,0,1,0.4,0,0,2,0.8,0,0
1933241,90248,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Gardena Senior High,All,All,TA,314,272,86.6,112,41.2,37,13.6,49,18,0,0,0,0,10,3.2,0,0,1,0.3,25,8,6,1.9
1933381,90022,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,James A. Garfield Senior High,All,All,TA,632,602,95.3,311,51.7,147,24.4,207,34.4,0,0,0,0,6,0.9,0,0,0,0,20,3.2,4,0.6
1933746,91344,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Granada Hills Charter,All,All,TA,1172,1109,94.6,868,78.3,154,13.9,755,68.1,17,1.5,0,0,1,0.1,1,0.1,7,0.6,24,2,13,1.1
1933795,91401,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Ulysses S. Grant Senior High,All,All,TA,492,421,85.6,167,39.7,63,15,117,27.8,1,0.2,0,0,5,1,1,0.2,0,0,48,9.8,16,3.3
1933852,90034,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Alexander Hamilton Senior High,All,All,TA,639,560,87.6,302,53.9,109,19.5,196,35,3,0.5,0,0,7,1.1,0,0,1,0.2,57,8.9,11,1.7
1934033,90028,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Hollywood Senior High,All,All,TA,373,319,85.5,179,56.1,44,13.8,94,29.5,0,0,0,0,3,0.8,0,0,12,3.2,32,8.6,7,1.9
1934157,90255,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Huntington Park Senior High,All,All,TA,367,308,83.9,120,39,66,21.4,62,20.1,0,0,0,0,12,3.3,0,0,1,0.3,36,9.8,10,2.7
1934371,90011,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Thomas Jefferson Senior High,All,All,TA,160,127,79.4,38,29.9,11,8.7,28,22,0,0,0,0,3,1.9,0,0,7,4.4,19,11.9,4,2.5
1934454,90002,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,David Starr Jordan Senior High,All,All,TA,133,101,75.9,32,31.7,13,12.9,15,14.9,0,0,0,0,9,6.8,0,0,1,0.8,21,15.8,1,0.8
1935121,90031,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Abraham Lincoln Senior High,All,All,TA,255,226,88.6,83,36.7,40,17.7,52,23,0,0,0,0,4,1.6,0,0,3,1.2,9,3.5,13,5.1
1935352,90019,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Los Angeles Senior High,All,All,TA,297,226,76.1,99,43.8,32,14.2,42,18.6,0,0,0,0,10,3.4,0,0,4,1.3,46,15.5,11,3.7
1935519,90037,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Manual Arts Senior High,All,All,TA,357,282,79.0,110,39,57,20.2,55,19.5,0,0,0,0,12,3.4,0,0,3,0.8,47,13.2,13,3.6
1935568,90027,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,John Marshall Senior High,All,All,TA,548,500,91.2,340,68,111,22.2,265,53,0,0,0,0,1,0.2,0,0,4,0.7,25,4.6,18,3.3
1935865,91343,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,James Monroe High,All,All,TA,522,378,72.4,152,40.2,93,24.6,67,17.7,1,0.2,0,0,11,2.1,0,0,4,0.8,103,19.7,25,4.8
1936160,90710,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Nathaniel Narbonne Senior High,All,All,TA,472,426,90.3,194,45.5,70,16.4,115,27,0,0,0,0,10,2.1,0,0,3,0.6,21,4.4,12,2.5
1936350,91601,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,North Hollywood Senior High,All,All,TA,611,568,93.0,324,57,153,26.9,219,38.6,4,0.7,0,0,10,1.6,0,0,4,0.7,23,3.8,2,0.3
1937226,91335,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Reseda Charter High,All,All,TA,325,280,86.2,103,36.8,31,11.1,82,29.3,1,0.3,0,0,17,5.2,0,0,4,1.2,19,5.8,4,1.2
1937424,90033,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Theodore Roosevelt Senior High,All,All,TA,301,245,81.4,87,35.5,60,24.5,33,13.5,0,0,0,0,0,0,0,0,2,0.7,47,15.6,7,2.3
1937622,91340,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,San Fernando Senior High,All,All,TA,457,401,87.7,201,50.1,75,18.7,98,24.4,0,0,0,0,10,2.2,0,0,2,0.4,28,6.1,16,3.5
1937838,90731,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,San Pedro Senior High,All,All,TA,523,476,91.0,192,40.3,80,16.8,149,31.3,2,0.4,0,0,9,1.7,0,0,2,0.4,33,6.3,1,0.2
1938307,90280,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,South Gate Senior High,All,All,TA,558,495,88.7,193,39,107,21.6,115,23.2,0,0,0,0,18,3.2,0,0,5,0.9,37,6.6,3,0.5
1938554,91342,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Sylmar Charter High,All,All,TA,335,310,92.5,171,55.2,70,22.6,99,31.9,0,0,0,0,5,1.5,0,0,0,0,17,5.1,3,0.9
1938612,91364,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Taft Charter High,All,All,TA,504,461,91.5,242,52.5,67,14.5,167,36.2,7,1.4,0,0,1,0.2,0,0,3,0.6,23,4.6,9,1.8
1938885,90025,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,University High School Charter,All,All,TA,332,298,89.8,156,52.3,35,11.7,92,30.9,1,0.3,0,0,2,0.6,0,0,5,1.5,18,5.4,8,2.4
1938968,91411,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Van Nuys Senior High,All,All,TA,648,546,84.3,283,51.8,95,17.4,174,31.9,4,0.6,0,0,5,0.8,1,0.2,0,0,71,11,21,3.2
1939040,90066,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Venice Senior High,All,All,TA,494,398,80.6,225,56.5,152,38.2,140,35.2,1,0.2,0,0,4,0.8,0,0,0,0,81,16.4,10,2
1939107,91042,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Verdugo Hills Senior High,All,All,TA,291,274,94.2,129,47.1,65,23.7,92,33.6,0,0,0,0,3,1,0,0,3,1,5,1.7,6,2.1
1939305,90047,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,George Washington Preparatory High,All,All,TA,240,194,80.8,52,26.8,16,8.2,21,10.8,0,0,0,0,4,1.7,0,0,0,0,39,16.3,3,1.3
1939479,90045,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,WESM Health/Sports Medicine,All,All,TA,208,193,92.8,60,31.1,11,5.7,43,22.3,0,0,0,0,3,1.4,0,0,0,0,11,5.3,1,0.5
1939859,90032,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Woodrow Wilson Senior High,All,All,TA,316,283,89.6,151,53.4,69,24.4,54,19.1,0,0,0,0,4,1.3,0,0,5,1.6,18,5.7,6,1.9
1939941,91344,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,John F. Kennedy High,All,All,TA,521,490,94.0,243,49.6,93,19,150,30.6,1,0.2,0,0,11,2.1,0,0,2,0.4,9,1.7,8,1.5
1995448,90033,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Francisco Bravo Medical Magnet High,All,All,TA,444,441,99.3,280,63.5,188,42.6,209,47.4,0,0,0,0,0,0,0,0,0,0,3,0.7,0,0
1995794,90044,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Youth Opportunities Unlimited,All,All,TA,151,73,48.3,1,1.4,1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,46,30.5,32,21.2
1995836,90272,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Palisades Charter High,All,All,TA,736,696,94.6,694,99.7,0,0,0,0,9,1.2,0,0,0,0,0,0,2,0.3,22,3,7,1
1996115,90063,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,City of Angels,All,All,TA,671,246,36.7,60,24.4,8,3.3,36,14.6,5,0.7,0,0,0,0,0,0,2,0.3,236,35.2,182,27.1
1996610,90031,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Los Angeles Leadership Academy,All,All,TA,65,52,80.0,47,90.4,23,44.2,15,28.8,0,0,0,0,0,0,0,0,0,0,11,16.9,2,3.1
6016885,90201,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Elizabeth Learning Center,All,All,TA,206,189,91.7,100,52.9,59,31.2,46,24.3,0,0,0,0,0,0,0,0,4,1.9,10,4.9,3,1.5
6019475,90007,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Thirty-Second Street USC Performing Arts,All,All,TA,75,74,98.7,50,67.6,18,24.3,28,37.8,0,0,0,0,0,0,0,0,0,0,1,1.3,0,0
6019715,91340,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Vaughn Next Century Learning Center,All,All,TA,146,142,97.3,65,45.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.7,0,0
